"T","Distance","Radius","FreeRadius","BRadius","X","Y","Z"
0.251,49.170,8.943,10.352,10.777,-0.648,-0.142,-58.039
0.252,49.189,8.935,10.344,10.767,-0.648,-0.142,-58.058
0.253,49.206,8.929,10.337,10.760,-0.648,-0.142,-58.076
0.253,49.223,8.926,10.330,10.757,-0.649,-0.142,-58.092
0.254,49.237,8.925,10.325,10.757,-0.649,-0.142,-58.107
0.255,49.249,8.927,10.321,10.760,-0.649,-0.142,-58.119
0.256,49.258,8.931,10.318,10.766,-0.649,-0.142,-58.127
0.256,49.263,8.936,10.316,10.774,-0.649,-0.142,-58.132
0.257,49.264,8.943,10.316,10.784,-0.649,-0.142,-58.133
0.258,49.268,8.951,10.317,10.795,-0.649,-0.142,-58.129
0.258,49.278,8.960,10.320,10.807,-0.649,-0.142,-58.119
0.259,49.294,8.970,10.325,10.820,-0.649,-0.142,-58.103
0.260,49.316,8.980,10.331,10.833,-0.648,-0.142,-58.081
0.261,49.346,8.990,10.340,10.846,-0.648,-0.142,-58.051
0.261,49.384,8.999,10.350,10.858,-0.647,-0.142,-58.013
0.262,49.430,9.008,10.363,10.869,-0.646,-0.142,-57.967
0.263,49.484,9.015,10.379,10.880,-0.645,-0.142,-57.913
0.263,49.544,9.022,10.396,10.888,-0.644,-0.141,-57.853
0.264,49.610,9.027,10.416,10.895,-0.642,-0.141,-57.787
0.265,49.680,9.032,10.437,10.900,-0.641,-0.141,-57.717
0.266,49.753,9.036,10.460,10.905,-0.639,-0.141,-57.644
0.266,49.827,9.038,10.483,10.908,-0.638,-0.140,-57.570
0.267,49.903,9.041,10.506,10.911,-0.636,-0.140,-57.494
0.268,49.978,9.043,10.529,10.912,-0.635,-0.140,-57.419
0.268,50.051,9.044,10.552,10.914,-0.633,-0.139,-57.346
0.269,50.122,9.045,10.573,10.915,-0.632,-0.139,-57.275
0.270,50.189,9.046,10.593,10.915,-0.631,-0.139,-57.208
0.271,50.251,9.048,10.612,10.916,-0.629,-0.138,-57.147
0.271,50.306,9.049,10.627,10.917,-0.628,-0.138,-57.091
0.272,50.354,9.050,10.641,10.918,-0.627,-0.138,-57.043
0.273,50.394,9.052,10.650,10.920,-0.626,-0.138,-57.003
0.273,50.424,9.055,10.657,10.922,-0.626,-0.137,-56.973
0.274,50.446,9.058,10.660,10.925,-0.625,-0.137,-56.951
0.275,50.459,9.061,10.660,10.928,-0.625,-0.137,-56.938
0.276,50.466,9.064,10.659,10.932,-0.625,-0.137,-56.931
0.276,50.467,9.067,10.656,10.935,-0.625,-0.137,-56.930
0.277,50.471,9.069,10.651,10.938,-0.625,-0.137,-56.933
0.278,50.478,9.071,10.647,10.940,-0.625,-0.137,-56.940
0.278,50.488,9.073,10.642,10.942,-0.625,-0.137,-56.950
0.279,50.499,9.073,10.638,10.942,-0.626,-0.137,-56.962
0.280,50.511,9.073,10.635,10.942,-0.626,-0.138,-56.974
0.281,50.523,9.071,10.634,10.940,-0.626,-0.138,-56.985
0.281,50.533,9.068,10.635,10.937,-0.626,-0.138,-56.995
0.282,50.541,9.064,10.639,10.932,-0.626,-0.138,-57.003
0.283,50.544,9.057,10.646,10.925,-0.626,-0.138,-57.007
0.283,50.545,9.049,10.657,10.916,-0.626,-0.138,-57.006
0.284,50.551,9.039,10.671,10.906,-0.626,-0.138,-57.000
0.285,50.564,9.029,10.688,10.894,-0.626,-0.138,-56.987
0.286,50.582,9.017,10.705,10.881,-0.626,-0.138,-56.970
0.286,50.603,9.006,10.723,10.868,-0.625,-0.138,-56.948
0.287,50.627,8.995,10.740,10.856,-0.625,-0.137,-56.925
0.288,50.651,8.985,10.755,10.844,-0.624,-0.137,-56.900
0.288,50.675,8.976,10.767,10.834,-0.624,-0.137,-56.876
0.289,50.696,8.969,10.775,10.826,-0.623,-0.137,-56.855
0.290,50.714,8.965,10.777,10.821,-0.623,-0.137,-56.837
0.291,50.727,8.963,10.774,10.818,-0.623,-0.137,-56.824
0.291,50.733,8.965,10.764,10.820,-0.622,-0.137,-56.818
0.292,50.735,8.971,10.746,10.825,-0.622,-0.137,-56.820
0.293,50.747,8.982,10.719,10.835,-0.623,-0.137,-56.832
0.293,50.769,8.997,10.681,10.851,-0.623,-0.137,-56.855
0.294,50.805,9.016,10.635,10.871,-0.624,-0.137,-56.890
0.295,50.854,9.039,10.583,10.894,-0.625,-0.138,-56.939
0.296,50.919,9.064,10.527,10.920,-0.626,-0.138,-57.004
0.296,50.999,9.089,10.470,10.946,-0.628,-0.138,-57.085
0.297,51.092,9.113,10.416,10.972,-0.630,-0.139,-57.177
0.298,51.191,9.136,10.366,10.996,-0.632,-0.139,-57.276
0.298,51.292,9.156,10.324,11.018,-0.634,-0.140,-57.377
0.299,51.389,9.172,10.292,11.035,-0.636,-0.140,-57.475
0.300,51.479,9.182,10.273,11.046,-0.637,-0.140,-57.565
0.300,51.557,9.185,10.270,11.051,-0.639,-0.141,-57.642
0.301,51.616,9.180,10.285,11.047,-0.640,-0.141,-57.701
0.302,51.653,9.166,10.321,11.034,-0.641,-0.141,-57.738
0.303,51.663,9.141,10.381,11.010,-0.641,-0.141,-57.748
0.303,51.686,9.105,10.468,10.975,-0.641,-0.141,-57.725
0.304,51.746,9.057,10.580,10.927,-0.640,-0.141,-57.666
0.305,51.848,9.000,10.714,10.869,-0.638,-0.141,-57.564
0.305,51.997,8.933,10.865,10.803,-0.635,-0.140,-57.415
0.306,52.197,8.860,11.029,10.729,-0.630,-0.139,-57.214
0.307,52.455,8.781,11.200,10.649,-0.625,-0.138,-56.956
0.308,52.771,8.698,11.375,10.565,-0.619,-0.137,-56.640
0.308,53.139,8.613,11.549,10.479,-0.612,-0.135,-56.272
0.309,53.552,8.527,11.718,10.391,-0.603,-0.133,-55.860
0.310,54.001,8.442,11.876,10.304,-0.594,-0.131,-55.411
0.310,54.479,8.360,12.020,10.220,-0.584,-0.129,-54.932
0.311,54.979,8.281,12.144,10.138,-0.574,-0.127,-54.433
0.312,55.492,8.208,12.245,10.063,-0.564,-0.125,-53.920
0.313,56.012,8.142,12.318,9.994,-0.554,-0.122,-53.401
0.313,56.529,8.085,12.358,9.933,-0.543,-0.120,-52.883
0.314,57.037,8.037,12.364,9.881,-0.533,-0.118,-52.375
0.315,57.528,7.998,12.340,9.839,-0.523,-0.116,-51.884
0.315,57.994,7.967,12.289,9.804,-0.514,-0.113,-51.418
0.316,58.428,7.944,12.217,9.778,-0.505,-0.111,-50.985
0.317,58.821,7.929,12.126,9.759,-0.497,-0.110,-50.592
0.318,59.167,7.921,12.020,9.747,-0.490,-0.108,-50.246
0.318,59.457,7.918,11.906,9.741,-0.484,-0.107,-49.956
0.319,59.687,7.922,11.785,9.741,-0.479,-0.106,-49.726
0.320,59.863,7.930,11.663,9.747,-0.476,-0.105,-49.550
0.320,59.988,7.944,11.543,9.758,-0.473,-0.104,-49.425
0.321,60.068,7.961,11.429,9.773,-0.472,-0.104,-49.345
0.322,60.108,7.982,11.327,9.792,-0.471,-0.104,-49.305
0.323,60.114,8.006,11.239,9.815,-0.471,-0.104,-49.299
0.323,60.138,8.032,11.170,9.841,-0.471,-0.104,-49.323
0.324,60.187,8.060,11.123,9.869,-0.472,-0.104,-49.372
0.325,60.255,8.090,11.095,9.900,-0.473,-0.104,-49.440
0.325,60.337,8.120,11.085,9.932,-0.475,-0.105,-49.523
0.326,60.429,8.152,11.090,9.965,-0.477,-0.105,-49.614
0.327,60.525,8.183,11.109,9.999,-0.479,-0.105,-49.710
0.328,60.620,8.214,11.139,10.033,-0.481,-0.106,-49.805
0.328,60.709,8.245,11.177,10.066,-0.483,-0.106,-49.894
0.329,60.786,8.275,11.223,10.099,-0.484,-0.106,-49.971
0.330,60.847,8.303,11.272,10.130,-0.485,-0.107,-50.032
0.330,60.890,8.329,11.324,10.159,-0.486,-0.107,-50.075
0.331,60.915,8.353,11.376,10.186,-0.487,-0.107,-50.100
0.332,60.926,8.374,11.426,10.210,-0.487,-0.107,-50.112
0.333,60.927,8.391,11.471,10.230,-0.487,-0.107,-50.111
0.333,60.938,8.405,11.509,10.247,-0.487,-0.107,-50.101
0.334,60.955,8.416,11.540,10.259,-0.486,-0.107,-50.083
0.335,60.978,8.422,11.562,10.267,-0.486,-0.107,-50.060
0.335,61.003,8.426,11.578,10.272,-0.485,-0.107,-50.035
0.336,61.028,8.426,11.588,10.273,-0.485,-0.106,-50.010
0.337,61.050,8.425,11.593,10.272,-0.484,-0.106,-49.988
0.338,61.068,8.421,11.593,10.269,-0.484,-0.106,-49.970
0.338,61.079,8.416,11.591,10.263,-0.484,-0.106,-49.959
0.339,61.081,8.409,11.587,10.257,-0.484,-0.106,-49.957
0.340,61.091,8.402,11.582,10.249,-0.484,-0.106,-49.968
0.340,61.116,8.395,11.577,10.241,-0.485,-0.106,-49.992
0.341,61.157,8.387,11.573,10.232,-0.485,-0.107,-50.033
0.342,61.214,8.381,11.570,10.225,-0.487,-0.107,-50.091
0.343,61.284,8.375,11.571,10.217,-0.488,-0.107,-50.160
0.343,61.360,8.370,11.575,10.211,-0.490,-0.108,-50.237
0.344,61.440,8.367,11.584,10.207,-0.491,-0.108,-50.316
0.345,61.519,8.365,11.596,10.204,-0.493,-0.108,-50.395
0.345,61.591,8.364,11.610,10.201,-0.494,-0.109,-50.468
0.346,61.654,8.362,11.623,10.197,-0.495,-0.109,-50.530
0.347,61.702,8.359,11.634,10.192,-0.496,-0.109,-50.578
0.348,61.730,8.354,11.640,10.185,-0.497,-0.109,-50.607
0.348,61.736,8.346,11.640,10.175,-0.497,-0.109,-50.612
0.349,61.758,8.335,11.631,10.162,-0.497,-0.109,-50.589
0.350,61.813,8.319,11.613,10.144,-0.496,-0.109,-50.534
0.350,61.905,8.297,11.582,10.121,-0.494,-0.108,-50.443
0.351,62.038,8.270,11.537,10.092,-0.491,-0.108,-50.310
0.352,62.217,8.236,11.477,10.057,-0.487,-0.107,-50.131
0.353,62.445,8.195,11.398,10.014,-0.483,-0.106,-49.903
0.353,62.723,8.145,11.300,9.962,-0.477,-0.105,-49.625
0.354,63.044,8.086,11.180,9.902,-0.471,-0.103,-49.304
0.355,63.402,8.018,11.040,9.833,-0.463,-0.102,-48.946
0.355,63.791,7.944,10.883,9.758,-0.455,-0.100,-48.557
0.356,64.205,7.863,10.712,9.676,-0.447,-0.098,-48.143
0.357,64.637,7.779,10.531,9.591,-0.438,-0.096,-47.712
0.358,65.080,7.691,10.342,9.502,-0.429,-0.094,-47.268
0.358,65.530,7.601,10.149,9.412,-0.420,-0.092,-46.818
0.359,65.979,7.512,9.956,9.321,-0.411,-0.090,-46.369
0.360,66.422,7.423,9.764,9.232,-0.402,-0.088,-45.926
0.360,66.852,7.336,9.577,9.145,-0.394,-0.086,-45.497
0.361,67.263,7.253,9.399,9.062,-0.385,-0.084,-45.086
0.362,67.648,7.176,9.233,8.984,-0.377,-0.082,-44.701
0.363,68.002,7.104,9.082,8.912,-0.370,-0.081,-44.347
0.363,68.317,7.041,8.949,8.848,-0.364,-0.079,-44.032
0.364,68.589,6.986,8.836,8.793,-0.358,-0.078,-43.760
0.365,68.816,6.941,8.746,8.748,-0.354,-0.077,-43.533
0.365,68.999,6.905,8.676,8.711,-0.350,-0.076,-43.350
0.366,69.141,6.877,8.624,8.683,-0.347,-0.075,-43.208
0.367,69.245,6.856,8.590,8.662,-0.345,-0.075,-43.105
0.368,69.312,6.841,8.570,8.647,-0.344,-0.075,-43.037
0.368,69.345,6.833,8.565,8.638,-0.343,-0.074,-43.004
0.369,69.347,6.830,8.572,8.635,-0.343,-0.074,-43.002
0.370,69.375,6.832,8.590,8.637,-0.344,-0.075,-43.029
0.370,69.429,6.837,8.617,8.642,-0.345,-0.075,-43.083
0.371,69.507,6.846,8.652,8.651,-0.346,-0.075,-43.161
0.372,69.607,6.858,8.692,8.663,-0.348,-0.076,-43.262
0.373,69.728,6.871,8.737,8.676,-0.351,-0.076,-43.382
0.373,69.865,6.886,8.785,8.691,-0.353,-0.077,-43.520
0.374,70.018,6.901,8.834,8.706,-0.357,-0.077,-43.672
0.375,70.183,6.916,8.883,8.722,-0.360,-0.078,-43.838
0.375,70.359,6.931,8.931,8.737,-0.363,-0.079,-44.013
0.376,70.540,6.946,8.978,8.752,-0.367,-0.080,-44.194
0.377,70.721,6.959,9.023,8.765,-0.371,-0.081,-44.375
0.378,70.896,6.971,9.065,8.777,-0.374,-0.081,-44.550
0.378,71.059,6.981,9.105,8.787,-0.378,-0.082,-44.713
0.379,71.203,6.989,9.140,8.795,-0.381,-0.083,-44.858
0.380,71.325,6.994,9.171,8.801,-0.383,-0.083,-44.979
0.380,71.416,6.996,9.197,8.804,-0.385,-0.084,-45.070
0.381,71.472,6.995,9.217,8.803,-0.386,-0.084,-45.126
0.382,71.486,6.991,9.231,8.799,-0.386,-0.084,-45.140
0.383,71.519,6.982,9.238,8.790,-0.386,-0.084,-45.107
0.383,71.606,6.969,9.237,8.777,-0.384,-0.083,-45.021
0.384,71.752,6.952,9.228,8.760,-0.381,-0.083,-44.875
0.385,71.962,6.930,9.211,8.738,-0.377,-0.082,-44.664
0.385,72.244,6.905,9.188,8.713,-0.371,-0.081,-44.382
0.386,72.603,6.878,9.161,8.686,-0.364,-0.079,-44.023
0.387,73.044,6.851,9.133,8.659,-0.355,-0.077,-43.583
0.388,73.562,6.826,9.105,8.634,-0.345,-0.075,-43.065
0.388,74.146,6.805,9.080,8.612,-0.333,-0.072,-42.481
0.389,74.785,6.788,9.061,8.595,-0.320,-0.069,-41.842
0.390,75.470,6.778,9.049,8.584,-0.306,-0.066,-41.158
0.390,76.188,6.775,9.046,8.581,-0.292,-0.063,-40.439
0.391,76.930,6.782,9.056,8.588,-0.277,-0.060,-39.698
0.392,77.684,6.800,9.080,8.606,-0.261,-0.057,-38.944
0.393,78.440,6.831,9.120,8.636,-0.246,-0.053,-38.188
0.393,79.186,6.876,9.178,8.681,-0.231,-0.050,-37.442
0.394,79.913,6.937,9.258,8.741,-0.217,-0.047,-36.715
0.395,80.610,7.014,9.359,8.818,-0.202,-0.044,-36.018
0.395,81.265,7.106,9.479,8.910,-0.189,-0.041,-35.363
0.396,81.868,7.210,9.615,9.013,-0.177,-0.038,-34.760
0.397,82.409,7.323,9.762,9.126,-0.166,-0.036,-34.220
0.398,82.876,7.444,9.917,9.246,-0.157,-0.034,-33.753
0.398,83.260,7.569,10.076,9.370,-0.149,-0.032,-33.369
0.399,83.562,7.695,10.237,9.497,-0.143,-0.031,-33.067
0.400,83.790,7.821,10.394,9.623,-0.138,-0.030,-32.839
0.400,83.950,7.945,10.545,9.745,-0.135,-0.029,-32.680
0.401,84.048,8.062,10.685,9.863,-0.133,-0.029,-32.581
0.402,84.091,8.171,10.812,9.972,-0.132,-0.029,-32.538
0.403,84.096,8.270,10.921,10.070,-0.133,-0.029,-32.542
0.403,84.142,8.356,11.009,10.156,-0.134,-0.029,-32.588
0.404,84.222,8.425,11.072,10.225,-0.135,-0.029,-32.669
0.405,84.331,8.478,11.108,10.278,-0.137,-0.030,-32.777
0.405,84.461,8.514,11.118,10.313,-0.140,-0.031,-32.907
0.406,84.606,8.535,11.107,10.334,-0.143,-0.031,-33.052
0.407,84.759,8.543,11.077,10.343,-0.146,-0.032,-33.205
0.408,84.913,8.540,11.032,10.340,-0.149,-0.033,-33.359
0.408,85.062,8.528,10.975,10.328,-0.152,-0.033,-33.508
0.409,85.199,8.508,10.910,10.309,-0.155,-0.034,-33.645
0.410,85.319,8.483,10.840,10.284,-0.157,-0.034,-33.765
0.410,85.419,8.454,10.769,10.256,-0.159,-0.035,-33.865
0.411,85.501,8.424,10.701,10.226,-0.161,-0.035,-33.947
0.412,85.566,8.394,10.637,10.196,-0.162,-0.036,-34.012
0.413,85.614,8.365,10.583,10.169,-0.163,-0.036,-34.059
0.413,85.645,8.341,10.542,10.145,-0.164,-0.036,-34.091
0.414,85.661,8.321,10.516,10.126,-0.164,-0.036,-34.107
0.415,85.662,8.310,10.509,10.115,-0.164,-0.036,-34.108
0.415,85.675,8.305,10.520,10.111,-0.164,-0.036,-34.095
0.416,85.702,8.306,10.547,10.114,-0.163,-0.036,-34.069
0.417,85.741,8.313,10.586,10.122,-0.162,-0.036,-34.030
0.418,85.792,8.325,10.636,10.134,-0.161,-0.036,-33.979
0.418,85.854,8.340,10.694,10.150,-0.160,-0.035,-33.916
0.419,85.928,8.357,10.757,10.168,-0.159,-0.035,-33.843
0.420,86.011,8.377,10.822,10.188,-0.157,-0.035,-33.760
0.420,86.103,8.397,10.887,10.208,-0.155,-0.034,-33.668
0.421,86.204,8.417,10.950,10.229,-0.153,-0.034,-33.566
0.422,86.313,8.437,11.008,10.248,-0.151,-0.033,-33.458
0.423,86.427,8.455,11.058,10.265,-0.148,-0.033,-33.343
0.423,86.547,8.470,11.097,10.279,-0.146,-0.032,-33.224
0.424,86.670,8.481,11.124,10.289,-0.144,-0.032,-33.101
0.425,86.795,8.488,11.136,10.295,-0.141,-0.031,-32.976
0.425,86.921,8.491,11.132,10.295,-0.138,-0.031,-32.850
0.426,87.047,8.490,11.115,10.292,-0.136,-0.030,-32.724
0.427,87.171,8.485,11.086,10.285,-0.133,-0.030,-32.600
0.428,87.293,8.478,11.048,10.274,-0.131,-0.029,-32.478
0.428,87.410,8.468,11.002,10.261,-0.129,-0.029,-32.361
0.429,87.522,8.456,10.950,10.247,-0.126,-0.028,-32.249
0.430,87.627,8.443,10.894,10.230,-0.124,-0.028,-32.144
0.430,87.724,8.428,10.835,10.213,-0.122,-0.027,-32.047
0.431,87.812,8.414,10.776,10.196,-0.120,-0.027,-31.959
0.432,87.889,8.399,10.719,10.179,-0.119,-0.027,-31.882
0.433,87.955,8.385,10.664,10.163,-0.118,-0.026,-31.816
0.433,88.009,8.372,10.615,10.149,-0.116,-0.026,-31.762
0.434,88.053,8.360,10.573,10.137,-0.116,-0.026,-31.718
0.435,88.087,8.351,10.539,10.127,-0.115,-0.026,-31.685
0.435,88.110,8.344,10.515,10.120,-0.114,-0.026,-31.661
0.436,88.125,8.339,10.499,10.116,-0.114,-0.025,-31.646
0.437,88.131,8.335,10.492,10.114,-0.114,-0.025,-31.640
0.438,88.133,8.334,10.491,10.114,-0.114,-0.025,-31.642
0.438,88.143,8.334,10.497,10.116,-0.114,-0.025,-31.652
0.439,88.160,8.335,10.508,10.120,-0.115,-0.026,-31.669
0.440,88.183,8.337,10.524,10.124,-0.115,-0.026,-31.692
0.440,88.212,8.340,10.544,10.130,-0.116,-0.026,-31.721
0.441,88.247,8.344,10.567,10.136,-0.116,-0.026,-31.756
0.442,88.286,8.349,10.592,10.143,-0.117,-0.026,-31.796
0.443,88.330,8.353,10.620,10.149,-0.118,-0.026,-31.840
0.443,88.378,8.358,10.648,10.156,-0.119,-0.026,-31.888
0.444,88.429,8.363,10.676,10.162,-0.120,-0.027,-31.938
0.445,88.482,8.368,10.704,10.168,-0.121,-0.027,-31.991
0.445,88.533,8.372,10.731,10.173,-0.122,-0.027,-32.043
0.446,88.583,8.376,10.755,10.177,-0.123,-0.027,-32.092
0.447,88.629,8.380,10.777,10.180,-0.124,-0.028,-32.138
0.448,88.669,8.382,10.795,10.182,-0.125,-0.028,-32.178
0.448,88.701,8.384,10.809,10.183,-0.126,-0.028,-32.210
0.449,88.724,8.386,10.819,10.183,-0.126,-0.028,-32.233
0.450,88.735,8.386,10.823,10.183,-0.126,-0.028,-32.244
0.450,88.737,8.386,10.820,10.181,-0.126,-0.028,-32.243
0.451,88.753,8.384,10.811,10.178,-0.126,-0.028,-32.226
0.452,88.786,8.382,10.794,10.173,-0.125,-0.028,-32.193
0.453,88.838,8.378,10.769,10.168,-0.124,-0.028,-32.142
0.453,88.910,8.374,10.735,10.161,-0.123,-0.027,-32.070
0.454,89.004,8.368,10.691,10.153,-0.121,-0.027,-31.976
0.455,89.122,8.360,10.637,10.144,-0.119,-0.026,-31.858
0.455,89.264,8.351,10.572,10.133,-0.116,-0.026,-31.716
0.456,89.428,8.341,10.498,10.122,-0.113,-0.025,-31.552
0.457,89.610,8.330,10.417,10.109,-0.109,-0.024,-31.370
0.458,89.807,8.319,10.329,10.096,-0.105,-0.023,-31.172
0.458,90.016,8.306,10.237,10.082,-0.101,-0.022,-30.963
0.459,90.235,8.293,10.142,10.068,-0.096,-0.021,-30.745
0.460,90.458,8.280,10.046,10.053,-0.092,-0.020,-30.522
0.460,90.684,8.266,9.949,10.039,-0.087,-0.019,-30.296
0.461,90.909,8.252,9.855,10.024,-0.083,-0.018,-30.071
0.462,91.130,8.239,9.763,10.010,-0.078,-0.017,-29.850
0.463,91.343,8.226,9.676,9.996,-0.074,-0.017,-29.637
0.463,91.546,8.214,9.596,9.983,-0.070,-0.016,-29.434
0.464,91.735,8.202,9.523,9.971,-0.066,-0.015,-29.245
0.465,91.907,8.191,9.460,9.960,-0.062,-0.014,-29.073
0.465,92.059,8.182,9.407,9.950,-0.059,-0.013,-28.921
0.466,92.188,8.173,9.364,9.941,-0.057,-0.013,-28.792
0.467,92.291,8.165,9.331,9.933,-0.055,-0.012,-28.689
0.468,92.372,8.158,9.305,9.926,-0.053,-0.012,-28.608
0.468,92.431,8.153,9.288,9.920,-0.052,-0.012,-28.549
0.469,92.470,8.148,9.277,9.915,-0.051,-0.011,-28.510
0.470,92.492,8.144,9.272,9.911,-0.051,-0.011,-28.488
0.470,92.499,8.141,9.272,9.908,-0.051,-0.011,-28.481
0.471,92.506,8.138,9.276,9.906,-0.051,-0.011,-28.488
0.472,92.524,8.137,9.284,9.905,-0.051,-0.011,-28.506
0.473,92.552,8.136,9.295,9.904,-0.052,-0.012,-28.534
0.473,92.588,8.136,9.307,9.904,-0.053,-0.012,-28.570
0.474,92.629,8.137,9.321,9.905,-0.053,-0.012,-28.612
0.475,92.675,8.138,9.335,9.907,-0.054,-0.012,-28.657
0.475,92.721,8.140,9.348,9.909,-0.055,-0.012,-28.703
0.476,92.768,8.143,9.361,9.911,-0.056,-0.012,-28.750
0.477,92.813,8.146,9.372,9.914,-0.057,-0.013,-28.795
0.478,92.853,8.149,9.383,9.918,-0.058,-0.013,-28.835
0.478,92.888,8.153,9.393,9.921,-0.059,-0.013,-28.870
0.479,92.918,8.156,9.402,9.925,-0.059,-0.013,-28.900
0.480,92.943,8.160,9.410,9.928,-0.060,-0.013,-28.925
0.480,92.962,8.163,9.416,9.932,-0.060,-0.013,-28.944
0.481,92.976,8.166,9.421,9.935,-0.060,-0.013,-28.958
0.482,92.986,8.169,9.425,9.937,-0.061,-0.013,-28.968
0.483,92.990,8.171,9.427,9.940,-0.061,-0.013,-28.972
0.483,92.991,8.173,9.428,9.941,-0.061,-0.013,-28.972
0.484,92.996,8.174,9.426,9.942,-0.061,-0.013,-28.967
0.485,93.005,8.174,9.424,9.943,-0.060,-0.013,-28.957
0.485,93.020,8.173,9.419,9.942,-0.060,-0.013,-28.943
0.486,93.039,8.172,9.412,9.941,-0.060,-0.013,-28.924
0.487,93.062,8.169,9.404,9.938,-0.059,-0.013,-28.900
0.488,93.090,8.166,9.395,9.935,-0.059,-0.013,-28.873
0.488,93.122,8.162,9.384,9.932,-0.058,-0.013,-28.841
0.489,93.158,8.158,9.373,9.928,-0.057,-0.012,-28.804
0.490,93.198,8.153,9.361,9.924,-0.056,-0.012,-28.764
0.490,93.242,8.148,9.348,9.920,-0.056,-0.012,-28.721
0.491,93.288,8.143,9.335,9.916,-0.055,-0.012,-28.675
0.492,93.336,8.137,9.322,9.911,-0.054,-0.012,-28.627
0.493,93.385,8.132,9.308,9.907,-0.053,-0.011,-28.577
